#{"t_start": 1626178786.1278298, "env_id": "RoboSkateSegmentation-v0"}
r,l,t
-76.903623,1000,20674.013333
-130.268421,65,20680.72171
-23.050815,68,20687.689025
-12.111921,1000,20779.545089
0.419941,1000,20870.135732
-10.351621,101,20909.872622
5.335938,63,20916.383558
90.723805,74,20923.805764
17.621264,100,20934.20566
-16.666833,77,20941.685217
111.635189,1000,21032.707457
-25.881596,56,21037.460696
-16.682844,81,21046.73543
27.478048,72,21054.270383
-16.323812,61,21060.473745
-81.756616,545,21109.483862
0.02187,278,21135.135289
44.526498,67,21141.607508
14.714826,67,21148.043749
-89.366844,83,21155.920751
-76.179705,1000,21249.391998
-2.68902,1000,21340.67753
48.44338,67,21347.786087
-108.096069,69,21355.138633
2.753181,80,21364.175775
16.796686,67,21370.80001
28.066083,67,21377.660381
-74.214351,145,21390.603853
61.028302,112,21402.317476
20.216154,77,21409.589557
121.502709,117,21421.697814
-14.257104,70,21428.791271
-14.691404,119,21440.760973
-111.618075,1000,21533.315566
-18.13207,1000,21628.733767
-83.057919,194,21647.505432
-55.534283,1000,21740.22616
-137.42577,509,21788.362566
49.013227,66,21795.489679
1.206321,91,21803.676165
-17.476792,1000,21998.647183
-119.205117,196,22018.027263
-10.525786,65,22024.840189
27.417837,68,22031.81669
-20.346724,1000,22124.896072
-117.367438,84,22133.839242
50.74367,1000,22224.584794
-20.274853,67,22231.00101
-71.291607,1000,22315.728989
-54.932857,97,22325.150975
29.167822,64,22331.434086
-146.495147,93,22339.860118
-0.590059,1000,22431.018136
-2.034926,1000,22518.607195
-27.850946,435,22559.497378
6.974436,1000,22652.526727
-1.160668,1000,22746.270253
132.712917,128,22759.218914
-18.710056,64,22765.856785
-17.141753,1000,22856.603748
-11.520513,61,22863.221148
10.231805,98,22900.411163
6.317162,61,22906.970939
-105.841691,61,22913.670775
1.937364,63,22920.295733
-27.707441,1000,23012.096063
-18.302511,63,23018.607584
15.407511,75,23026.239431
-126.823535,68,23033.322529
21.905387,67,23039.976943
-18.743494,213,23059.809067
-3.153376,1000,23152.925786
-99.553241,81,23161.099353
-0.956181,1000,23254.800569
0.029287,1000,23348.35276
-0.018319,1000,23440.017408
-35.199989,1000,23530.657261
-53.667003,1000,23624.178495
-24.778152,1000,23717.817142
0.076322,1000,23811.093146
-3.798768,66,23817.863047
-36.478682,64,23824.570693
0.952947,1000,24293.080051
-0.455997,1000,24381.690177
0.433541,1000,24474.503994
49.661129,77,24482.350709
-67.542474,66,24488.816754
2.655231,1000,24583.075479
-61.575269,60,24589.292926
-17.194919,62,24595.755216
0.480349,1000,24686.031472
-69.804944,80,24693.874356
0.071306,1000,24784.098475
0.644655,1000,24876.600975
-98.297754,1000,24964.943073
-99.99375,80,24973.263426
49.672103,83,24980.921322
-48.72341,83,24988.406368
28.581655,1000,25076.868161
-41.125344,55,25082.24427
-40.552804,74,25089.142179
-0.420904,1000,25532.095299
-50.974581,1000,25627.655334
-0.017447,1000,25720.226295
-36.656238,32,25723.229141
-17.490573,1000,25818.245007
-0.031636,1000,25908.42551
0.680681,1000,26002.2475
0.994614,1000,26096.774741
0.81514,1000,26189.393644
0.662031,1000,26283.817702
1.277013,1000,26376.339691
0.69789,1000,26835.735731
0.619721,1000,26930.240794
0.109553,1000,27023.188729
-0.831843,1000,27116.733798
0.298055,1000,27206.352816
1.220363,1000,27295.677295
-0.239954,1000,27386.982643
0.555904,1000,27478.891764
0.514865,1000,27568.482873
-5.946879,1000,27659.273382
17.99561,1000,28125.41381
-0.293629,1000,28216.655867
-1.204654,1000,28302.741944
0.260588,1000,28392.781252
0.212747,1000,28484.428545
-0.273655,1000,28575.368933
14.035305,67,28581.667987
16.74259,62,28587.942162
63.506245,67,28594.19151
-20.815251,67,28600.705113
26.567945,1000,28693.094818
27.027587,1000,28787.605842
5.909182,1000,28880.573472
52.958708,69,28888.511288
-68.341366,96,28897.677455
-94.785415,951,29085.065661
29.994222,357,29118.640509
1.932546,64,29124.776417
-16.891519,1000,29217.037164
-145.610093,83,29224.769737
54.162497,1000,29316.422691
90.73351,82,29324.68386
-0.496485,72,29332.038204
89.617255,66,29339.269191
53.102885,1000,29430.328381
86.704113,1000,29523.016796
18.899481,69,29530.011893
-9.240062,885,29609.574994
12.076168,66,29616.211856
66.023886,89,29624.904872
5.047612,72,29632.357111
-65.703795,91,29642.229712
5.623121,67,29648.595727
-18.243594,332,29680.26606
55.362476,64,29687.039417
-140.842576,70,29694.224581
88.085401,71,29701.488594
-125.855907,1000,29795.380382
-38.96316,1000,29886.960187
-94.088073,66,29894.095948
33.096429,65,29900.886853
45.054798,1000,29995.211399
31.938391,267,30151.088328
39.9066,1000,30243.575441
3.996473,818,30314.86867
-48.237515,1000,30406.116108
9.146077,1000,30500.875818
44.64551,1000,30591.795499
58.972291,351,30625.542838
-74.49929,1000,30715.158915
34.914286,1000,30806.868677
-83.051883,149,30821.101636
31.928476,63,30827.690916
56.886214,270,30855.370717
0.591789,1000,30947.855353
51.704498,64,30954.53557
-36.412446,279,30982.64283
32.250775,1000,31311.686994
40.150519,1000,31406.520088
-0.194328,1000,31499.1276
-29.353731,127,31511.411299
44.240179,1000,31602.178247
-78.674889,63,31608.607707
-103.708299,1000,31699.225429
28.130236,1000,31790.987924
-104.733641,187,31809.257237
6.181734,108,31820.277275
4.846394,1000,31914.957008
41.325213,65,31921.532226
27.304702,64,31928.244299
-22.268904,1000,32021.177428
-9.917952,77,32028.756776
-25.441899,1000,32120.041474
12.055157,66,32126.265308
-17.427556,1000,32218.359794
6.064639,84,32225.964411
31.828009,81,32233.73625
-51.88061,201,32424.146908
41.651045,1000,32518.653725
-65.54041,66,32525.437602
-6.764326,243,32548.982933
10.884261,67,32556.037845
29.095662,1000,32651.11746
37.131435,73,32658.415764
36.500615,75,32665.784095
-116.076894,1000,32758.629597
68.932905,74,32766.190496
48.089462,1000,32860.227415
28.905299,73,32867.742664
39.770689,1000,32961.857476
39.65234,72,32969.119439
-7.485891,77,32977.197089
-53.029069,1000,33073.120304
-123.978446,58,33079.7174
50.200764,79,33087.287068
-113.800088,1000,33182.02145
23.642014,1000,33274.546677
57.000188,934,33598.535338
1.040086,1000,33690.85717
-25.078657,104,33700.444791
-13.108984,67,33707.585488
9.973191,71,33714.874962
63.458156,75,33723.789017
-12.402114,66,33730.305259
30.972605,77,33737.977923
-37.66027,71,33745.008793
-36.751736,403,33781.357885
67.868113,1000,33875.795772
52.197231,1000,33963.641095
-10.112021,665,34026.453906
27.624313,573,34080.305332
100.398349,88,34088.942298
24.45491,416,34128.643085
49.79869,1000,34222.372355
24.520125,68,34229.241466
57.706249,1000,34320.62427
4.165439,1000,34413.440056
-12.47525,1000,34505.352361
0.198426,78,34512.918717
42.084188,1000,34983.604475
-20.801617,536,35032.411062
-5.40222,159,35048.634707
10.25427,1000,35142.483217
-7.530912,1000,35233.764254
-57.085896,135,35246.745357
24.874986,78,35255.644487
-17.607701,85,35264.197493
51.683473,1000,35356.280574
-58.137342,134,35369.630365
0.239641,1000,35460.623176
-33.301615,1000,35555.164924
50.00901,1000,35648.303973
42.680995,1000,35738.446492
29.397393,1000,36030.878123
33.659573,1000,36120.813333
-3.266694,1000,36214.602258
68.090508,691,36278.973819
0.963242,1000,36369.550299
-69.672462,1000,36457.893273
34.805451,1000,36545.680779
2.433104,107,36554.98074
-76.11067,227,36575.395478
-62.62665,1000,36660.181113
-65.392707,1000,36750.49618
-68.401734,1000,36842.30487
4.252049,1000,37249.272743
-0.927476,1000,37340.324526
-98.72624,1000,37430.897586
79.993494,74,37438.476847
-27.26927,60,37444.838083
-15.40647,1000,37537.094392
-31.526415,234,37559.45541
-10.603151,88,37567.338273
27.594116,83,37576.028111
25.521319,80,37583.627011
-9.562109,1000,37674.555811
69.837695,73,37682.065262
-75.641072,341,37715.549633
86.219163,74,37723.172007
-85.337696,428,37764.545476
-90.750895,77,37772.279704
-95.486239,65,37778.994919
3.507356,67,37785.956685
31.437018,69,37792.953875
118.526491,1000,37886.246901
-7.475368,62,37893.000501
-67.993971,66,37900.206142
49.722116,64,37906.933199
30.749856,140,37920.56173
-32.100953,64,37927.160208
20.379637,80,37935.079334
-80.407781,64,37941.888853
29.878718,64,37948.645876
37.825119,67,37955.231209
-25.371333,77,37964.099928
146.136887,122,37975.368448
19.563275,76,37984.068151
47.317389,67,37991.013154
59.10072,74,37998.676168
-121.42678,857,38075.978877
-23.68282,69,38082.576986
-63.370333,1000,38170.202321
-44.780056,70,38176.567541
9.63638,1000,38574.512332
-33.006802,60,38580.746424
46.210493,1000,38672.206146
41.736046,1000,38763.800917
-32.760271,1000,38855.178234
8.880935,1000,38948.713787
-0.956648,1000,39040.068403
-0.341022,1000,39132.792164
3.660584,156,39147.976118
8.710373,1000,39241.252259
-1.326255,1000,39332.869538
-42.534619,909,39793.468612
-1.976587,1000,39888.394693
66.178378,1000,39982.976526
-35.293833,109,39994.091665
4.437931,1000,40086.855832
34.69237,1000,40180.019405
-22.410323,1000,40273.941498
-68.764395,1000,40368.271034
45.43574,1000,40459.38355
16.074282,91,40469.005571
24.143621,132,40482.114758
28.154456,156,40496.503703
-12.493221,1000,40583.324178
-50.672873,1000,40668.271564
-139.568822,207,40687.325069
-0.441244,1000,40933.691643
-0.563547,1000,41025.618829
-23.658277,126,41037.342485
-111.561527,858,41115.24393
-100.402884,184,41133.445807
-19.099471,1000,41227.027293
49.509755,1000,41318.719966
25.450133,85,41328.125106
-0.592238,1000,41420.955509
-0.083135,1000,41512.118677
34.91587,88,41520.668052
-24.391341,65,41527.480465
36.567357,68,41534.479594
17.561935,66,41541.210873
27.325453,66,41549.428041
-21.172255,66,41556.559037
4.51353,140,41570.139789
16.218772,63,41576.40487
8.161225,71,41583.153769
46.544809,68,41589.769912
104.944155,204,41609.248124
19.811465,109,41620.347828
4.11377,1000,41714.834848
4.827652,968,42182.257237
-5.468164,205,42201.567888
-8.611685,64,42207.874173
-0.948746,1000,42299.201457
-31.497977,77,42307.828578
60.214427,108,42317.095205
-35.107795,125,42329.279829
0.651805,1000,42420.858896
11.198923,100,42430.167261
32.72382,81,42439.210608
44.199121,65,42446.151056
11.335727,112,42456.374924
14.588778,1000,42549.809383
43.324378,62,42556.367394
14.481861,72,42563.933202
-0.847292,1000,42659.270983
-4.888376,53,42665.131664
-16.858881,1000,42756.342189
-134.52206,85,42765.805075
-46.957994,1000,42859.36115
-77.026019,1000,42947.87833
0.037178,1000,43036.793554
43.620322,1000,43159.310575
8.250033,1000,43246.656641
39.29051,1000,43332.009439
0.16224,1000,43423.837655
0.02002,1000,43514.238737
48.91908,65,43521.04754
-48.216276,1000,43613.080917
19.383094,70,43620.392498
-3.202607,1000,43714.022906
31.85768,65,43720.773291
3.71432,71,43728.002819
16.081238,66,43734.725117
42.642351,1000,43828.89266
9.567136,66,43835.95186
42.623757,498,43882.705462
35.267326,1000,43974.244575
-5.721798,889,44155.752359
19.978069,67,44162.82035
-79.173349,434,44202.57245
9.730106,64,44209.35148
-43.495892,71,44216.662051
39.555815,66,44223.48131
0.467768,1000,44319.083559
34.418724,148,44333.209572
19.868919,64,44339.892447
54.2591,64,44346.76825
-0.628622,1000,44436.93329
24.312052,65,44443.695825
3.21715,1000,44537.885967
28.846649,1000,44629.615579
-53.076126,62,44635.498024
-48.897224,1000,44725.285036
-46.78649,1000,44819.165399
17.89599,1000,44914.523842
-86.062163,1000,45004.043925
-25.014873,1000,45130.857377
57.929817,1000,45222.987236
-9.676512,88,45230.88642
28.61962,63,45237.012615
-87.78645,1000,45325.493088
53.30377,1000,45418.328203
49.150092,1000,45509.638397
50.426517,110,45519.00904
58.472019,1000,45607.264313
-41.225533,1000,45701.413312
116.974545,84,45709.653483
30.387928,72,45716.880568
11.808598,500,45764.828806
-27.49318,77,45772.200227
12.609181,77,45779.608675
-128.677202,72,45787.901439
38.217454,65,45794.70971
16.386118,66,45801.467206
25.318138,454,45844.12102
31.617066,63,45850.220397
-9.793719,249,45874.179594
32.478373,79,45882.219921
42.630038,65,45888.959979
56.397381,65,45895.562729
-72.375381,74,45903.136576
-2.900372,66,45909.7943
51.334508,76,45916.647299
29.397264,64,45923.044878
37.247464,68,45929.891615
44.592188,82,45938.964787
-20.5899,1000,46031.899668
-35.059583,73,46039.183705
33.8484,145,46301.28697
38.296034,84,46309.213827
22.24638,179,46327.391351
-14.725549,66,46334.326346
50.383268,80,46342.030688
4.872027,67,46348.953099
-82.284756,1000,46442.111045
-39.483608,64,46448.84826
-68.09652,1000,46539.081227
-130.188523,71,46546.526924
30.864625,1000,46641.159425
-115.64842,75,46648.606564
19.408045,1000,46740.032429
-41.254956,69,46746.66451
6.967561,73,46753.453339
-29.84427,71,46760.484587
10.481449,1000,46852.664785
14.294045,217,46872.58602
38.608368,1000,46961.591736
-0.114954,1000,47046.060614
-64.085073,1000,47133.622489
39.027314,891,47303.511484
-15.952595,1000,47397.148218
159.356807,108,47407.440108
-45.283746,74,47414.618845
57.912375,82,47423.881078
-45.6468,191,47442.0308
9.527973,1000,47534.793139
-12.99993,317,47564.473305
-98.444103,1000,47658.663937
-30.064739,296,47685.678151
-25.491177,1000,47777.737282
-42.3395,664,47838.715247
84.018328,67,47846.783174
12.663989,367,47880.52014
0.995382,1000,47971.988541
36.650538,1000,48063.681404
43.555655,71,48071.111093
44.970242,65,48077.785075
51.39252,55,48082.511245
-0.43183,1000,48175.745187
27.405135,66,48182.650385
-38.802496,85,48190.881804
-22.692121,70,48199.112818
-12.267883,70,48206.609751
-26.621026,79,48214.444788
46.137528,81,48222.466018
-6.01,64,48228.99576
-6.277269,118,48476.187122
-55.465711,67,48483.50346
-26.98334,71,48490.859565
-60.12066,60,48497.078733
17.162098,68,48504.055693
31.103402,75,48510.904284
-2.17366,66,48517.616912
15.329386,71,48525.003081
-5.366749,71,48533.75264
10.298299,1000,48626.465407
85.041411,77,48633.822139
45.376953,62,48640.320704
8.951824,81,48649.625344
12.955125,66,48656.619783
-42.617105,64,48663.453794
41.40451,64,48669.910983
5.845929,78,48677.717301
-10.944388,64,48684.540555
-113.254119,1000,48779.016446
24.768166,62,48784.477951
47.534553,934,48873.14289
-93.876622,1000,48967.433194
123.210123,108,48977.718216
-98.858324,326,49009.299488
35.957354,63,49016.143737
35.358157,1000,49112.00858
-37.932635,630,49170.269894
66.335817,1000,49261.63043
38.825157,61,49268.096511
26.986198,1000,49360.888593
43.098641,60,49367.140841
86.745637,70,49374.001824
6.547977,63,49380.541645
-38.693948,65,49387.0137
44.033252,63,49393.496248
16.099223,1000,49735.815293
-107.462224,1000,49830.144875
-99.005836,1000,49925.511701
43.774714,1000,50017.815749
60.670225,1000,50112.183146
-22.391186,67,50118.952836
25.005925,1000,50211.245176
52.713196,1000,50303.237289
43.448812,64,50309.985546
-102.278024,1000,50404.617074
-1.266004,64,50411.277008
53.868432,1000,50506.155932
85.937625,1000,50597.489393
58.836626,1000,51058.637768
49.637593,1000,51153.446282
29.815569,62,51159.961361
26.141561,1000,51249.812171
-9.54596,93,51259.915638
65.901149,1000,51353.500956
64.139026,1000,51447.830596
42.952595,1000,51544.144975
-32.554964,303,51572.873712
30.346566,1000,51667.179786
56.921969,1000,51763.315442
5.84125,1000,51856.95668
35.81997,121,51869.07636
48.47471,1000,52319.927944
40.718394,64,52326.774813
38.90324,1000,52420.341349
-0.072526,89,52429.923493
-29.93923,504,52475.805094
30.28491,64,52482.19791
-45.833992,60,52488.204802
-4.428095,66,52495.084244
66.147221,68,52502.342213
-63.819568,74,52509.728371
1.86617,63,52516.34702
42.656211,74,52523.979668
11.736759,437,52566.521489
76.558692,271,52591.475612
22.690043,63,52597.69066
72.933447,73,52604.688413
29.580975,65,52611.281571
-35.66611,480,52657.61003
15.73599,103,52667.152586
31.17309,70,52673.924027
-4.165179,68,52680.478829
-62.548528,66,52687.125769
-30.862862,86,52696.701522
15.091749,1000,52791.310122
-91.439774,83,52800.212312
34.967041,64,52806.819619
-29.118289,78,52814.346065
45.583725,1000,52911.797861
34.045637,1000,53007.232473
-9.838603,1000,53101.524692
-5.222235,66,53108.041222
35.958815,1000,53199.527527
55.321074,61,53205.568175
-116.378472,361,53348.55137
-49.462698,64,53355.001126
-57.535368,880,53439.417202
19.090424,1000,53529.089704
-88.908844,65,53535.915319
19.707234,1000,53629.067158
-3.510827,64,53635.720451
24.027651,63,53642.028422
65.719658,74,53649.209743
-4.286499,62,53655.3368
16.541148,1000,53749.166462
-89.66476,70,53756.330933
74.910464,1000,53850.335788
-14.33313,1000,53944.884912
63.383858,60,53951.273259
7.595036,1000,54045.971179
1.809975,88,54054.691092
-63.804578,89,54064.41644
32.0148,1000,54158.187462
-12.159375,67,54165.206799
12.845901,1000,54258.741171
-129.480186,431,54681.55819
41.768112,1000,54771.977272
38.163497,43,54776.96281
48.573388,1000,54869.137959
-61.595542,466,54915.609919
22.144071,279,54942.184994
3.305824,1000,55036.112395
-31.152729,1000,55129.001239
43.822615,1000,55221.069807
-4.668058,200,55240.298536
20.206074,1000,55334.817648
-63.811915,1000,55426.916944
11.297355,102,55437.84603
-70.725567,467,55481.350797
72.470153,55,55487.611605
-41.129966,1000,55580.637934
32.986482,144,55594.340895
20.424078,969,55994.383453
39.592837,1000,56087.862012
41.279197,1000,56179.786578
34.552093,1000,56276.427313
-3.746196,1000,56365.050068
26.007717,1000,56458.817492
48.823827,113,56470.129846
10.40725,46,56474.901229
-116.13929,467,56519.737585
0.090243,1000,56613.883008
21.56341,68,56620.932558
35.165245,69,56627.9976
41.04088,1000,56719.483095
26.706965,1000,56812.448097
33.396398,1000,57268.183907
-9.623259,1000,57362.341951
-33.385761,954,57453.702259
30.29368,1000,57547.297225
26.313916,1000,57640.28844
-45.617234,185,57657.477838
-2.932718,1000,57747.490993
-17.705299,636,57807.181918
