#{"t_start": 1625600439.3310032, "env_id": "RoboSkateNumerical10Obs-v0"}
r,l,t
1120.156325,1000,10936.238064
1136.757135,1000,10995.204299
926.134145,1000,11050.963728
1046.720706,1000,11106.406529
650.119044,1000,11321.495488
954.201175,940,11377.153246
696.418976,1000,11432.533247
850.741768,874,11484.150356
791.239611,886,11536.17705
760.903839,758,11580.057168
1050.419903,1000,11636.809055
1285.148296,1000,11697.048455
134.298794,403,11720.40525
1132.05121,1000,11779.317947
730.731136,791,11824.315514
236.839704,894,12036.958464
760.280485,723,12079.505752
1008.080317,1000,12139.193006
1138.829617,916,12193.116846
852.397169,1000,12251.284437
934.113868,1000,12308.432383
932.961379,836,12356.738667
1256.538404,986,12413.8905
1171.647862,1000,12471.402054
926.725913,935,12526.377288
1026.700483,880,12579.324732
254.390497,1000,12801.985548
753.048993,1000,12858.198629
730.605767,1000,12915.892091
550.13326,1000,12974.385167
863.190774,852,13021.865919
883.110423,870,13069.758035
954.033849,893,13121.48877
950.092567,923,13175.851742
827.388951,1000,13232.439155
827.234815,873,13281.865956
919.009579,945,13335.463388
805.999747,1000,13551.32631
1027.480209,944,13606.488289
889.914298,1000,13664.240704
973.26229,1000,13722.108946
1053.826579,1000,13779.757575
1029.296043,1000,13837.057541
1097.977355,1000,13893.063154
1096.976982,1000,13952.306327
982.1581,934,14007.050564
1154.356255,1000,14064.668162
660.539544,1000,14292.780153
1060.095484,906,14346.061321
1165.625239,1000,14406.071647
948.621391,922,14459.794019
480.098355,1000,14516.805548
1208.184349,1000,14573.709277
1170.8321,1000,14630.878257
987.92111,1000,14691.941736
1153.4616,1000,14751.019416
1114.62061,1000,14808.647351
218.092713,703,15005.455353
750.300921,1000,15061.996266
1134.953543,1000,15120.144255
884.38631,1000,15178.448514
1149.255621,1000,15236.405665
1153.856928,1000,15293.577178
1045.775155,976,15349.200532
994.806757,1000,15407.949087
1238.288276,1000,15466.659233
824.087276,775,15510.270972
1216.64394,1000,15568.850717
821.876822,944,15784.896696
1076.689723,966,15841.981637
1143.698353,1000,15901.021311
1360.630961,1000,15958.699951
1261.12208,1000,16017.276961
1134.440244,1000,16075.069551
1224.380534,1000,16132.880475
738.326208,653,16169.777942
1365.584883,1000,16228.316139
1153.465378,1000,16286.849858
287.641794,1000,16464.230347
748.098591,686,16503.289824
984.989368,1000,16560.987417
1104.178615,1000,16620.121367
1081.441924,1000,16679.312459
285.45104,374,16700.806823
1038.134958,916,16752.240671
891.774821,789,16796.618355
1036.372392,951,16853.103815
879.084138,860,16904.713102
1254.229879,1000,16962.388365
959.563425,877,17013.984049
1155.205294,1000,17220.854461
1064.325088,899,17274.039247
1214.838378,1000,17330.566137
925.544032,840,17380.510033
1228.509456,1000,17438.6551
913.914161,865,17487.117336
1158.51485,1000,17545.775936
1205.047891,1000,17604.232531
1118.029543,1000,17660.954454
1088.413153,1000,17719.406189
168.905785,972,17947.891539
986.500909,952,18003.512676
1033.234471,1000,18061.291797
1213.619957,1000,18120.384159
1164.539753,1000,18177.262501
1151.462772,1000,18233.756228
1195.556393,1000,18292.466539
1055.319066,1000,18351.856653
1058.221815,963,18407.345315
843.619948,874,18457.206597
303.263379,1000,18671.081618
1227.72932,1000,18729.491951
1162.378394,1000,18786.284806
1411.348907,1000,18843.620641
1029.15614,1000,18902.768374
1125.726624,1000,18960.496756
1074.024195,894,19014.894494
1004.364065,982,19070.82454
1019.218521,1000,19129.376645
718.725019,693,19170.126661
1326.714844,1000,19229.873072
969.636101,1000,19439.307722
950.409483,902,19492.440229
1046.512593,973,19549.926136
1107.782943,941,19605.466193
1171.286896,1000,19663.863453
1156.914527,1000,19721.098518
385.743591,447,19747.672993
1190.482524,1000,19806.523777
969.591234,911,19859.52784
1210.122111,1000,19919.129474
583.173205,1000,20152.756704
820.963187,795,20197.769982
448.694264,557,20230.219213
1029.194562,955,20285.991658
1310.263474,1000,20342.496151
1315.533839,994,20401.732556
1108.77239,948,20454.845349
1405.639562,1000,20514.036876
1286.603413,1000,20574.604887
876.484421,918,20626.539277
895.245721,905,20679.395201
695.853887,713,20721.547153
929.182634,1000,20903.301891
1142.890142,1000,20962.073162
700.64473,722,21003.799563
1208.770284,1000,21064.048727
1125.708411,1000,21121.915175
1275.133807,1000,21181.476138
953.743305,931,21236.16087
734.771159,956,21291.193227
1136.959807,1000,21349.378853
1130.341441,1000,21407.125749
283.790638,1000,21602.571964
1119.927111,1000,21661.692386
1194.137252,1000,21720.40116
809.9511,892,21773.636306
1250.475787,1000,21832.106692
1185.160885,1000,21889.819649
1155.244432,1000,21949.238878
1124.156768,1000,22008.402891
1106.549841,1000,22067.3
1053.451392,1000,22123.782915
288.420306,878,22337.611102
1139.601653,1000,22394.437557
1147.110456,1000,22452.942874
746.840889,889,22505.071382
1105.68175,937,22561.820852
1140.187561,1000,22620.111244
1041.864181,1000,22678.315313
1127.86665,1000,22738.976934
1012.995127,1000,22796.6365
898.936024,1000,22856.851651
657.374187,1000,23059.533663
1437.610042,1000,23119.269237
1006.964844,968,23176.071969
1195.929177,1000,23236.075666
274.234935,348,23255.572838
1170.516123,1000,23312.844565
302.854553,341,23331.866943
1183.473275,1000,23390.604696
1470.845944,1000,23450.023546
1064.528285,1000,23508.225361
1092.674526,1000,23567.403883
966.773295,957,23625.024721
757.495168,1000,23831.604682
1433.367595,1000,23890.641831
63.651746,93,23895.357302
1380.842378,1000,23957.621672
1327.433141,1000,24017.393936
1232.51131,1000,24075.411135
156.072018,204,24087.713603
984.16521,932,24143.889761
1279.618501,1000,24201.873609
1322.892337,1000,24258.949815
1182.296345,1000,24319.475617
1300.15061,1000,24376.530285
927.886002,958,24598.975874
1153.660814,1000,24657.936987
710.926628,731,24699.598863
1071.342255,1000,24759.364202
916.884391,871,24811.021602
628.943615,598,24846.123369
1342.781014,955,24902.733402
1186.652076,1000,24963.218722
1279.277135,986,25019.416555
1007.939208,1000,25078.036944
924.710193,883,25127.405465
1004.457433,1000,25347.81601
1167.421276,1000,25405.770149
992.811048,971,25461.810618
82.062368,112,25468.675173
899.125357,774,25514.392023
1251.810556,1000,25572.620873
1234.091512,1000,25632.000885
1397.997264,1000,25691.557904
1039.308999,934,25745.635731
1095.133142,1000,25804.980633
1312.200468,969,25861.847012
706.754985,1000,26080.786427
1195.795095,1000,26138.999212
1127.572704,1000,26198.264395
1142.185931,1000,26255.26388
1083.921098,946,26311.306054
1406.332665,1000,26372.728798
1043.854711,859,26421.28622
1195.248021,1000,26480.256685
1280.05377,1000,26537.896052
962.347238,932,26593.75503
269.419943,765,26795.758815
1182.524899,1000,26855.549904
1221.896697,1000,26914.066112
1173.261181,1000,26974.799156
1527.247053,1000,27032.477341
1045.826941,1000,27091.4501
1253.255738,1000,27152.319365
1343.649378,1000,27210.313714
999.33856,963,27267.191541
1146.026971,1000,27326.165168
586.428714,1000,27535.777897
1325.383727,1000,27592.32725
1179.191072,1000,27651.409904
1223.506922,1000,27711.163781
1238.321942,1000,27768.850349
1044.517173,1000,27827.293073
1245.975015,1000,27886.178863
1124.43526,976,27944.84198
1272.678925,972,28001.69018
972.714933,955,28057.610918
1035.920831,1000,28284.487564
1210.010684,1000,28342.390306
1058.950793,1000,28400.637595
1000.073413,877,28451.238501
1121.342826,1000,28510.043375
806.150805,734,28553.849699
960.635403,846,28603.792603
998.263132,890,28655.81057
1040.228354,909,28708.334117
1356.288267,1000,28765.209854
863.4486,828,28813.523862
1053.777329,874,28865.703573
1210.196654,1000,29076.92521
1017.026795,870,29126.192505
1241.534118,960,29182.439636
1223.563037,1000,29241.085743
1332.04752,1000,29299.736817
970.600662,1000,29357.076204
1107.263408,935,29411.730323
935.143125,917,29463.056144
1133.850618,1000,29520.05674
1229.387554,1000,29576.309071
742.3542,1000,29796.814907
1003.039854,858,29846.318994
1446.190856,1000,29904.962859
1458.380662,1000,29964.179392
1282.188821,905,30015.587506
1463.309954,1000,30074.445589
1085.640119,1000,30132.16431
1093.90701,844,30181.341714
1098.707682,884,30233.356264
887.573284,767,30278.194557
853.863616,848,30329.628728
830.247318,1000,30555.648182
1141.731007,1000,30612.850353
1030.405227,969,30671.072515
1058.76642,940,30723.786274
1077.93209,1000,30780.964307
1062.853559,1000,30838.334831
1207.275446,980,30896.510388
1091.093883,1000,30954.292911
1026.445978,900,31008.778385
780.010089,916,31061.245214
254.665355,777,31280.41331
160.682362,197,31291.793403
1192.197108,1000,31348.60313
1142.422215,1000,31406.638324
1369.104873,1000,31465.908404
1451.589814,1000,31524.193093
1022.554153,974,31579.505988
1082.387404,1000,31637.074716
1169.900421,1000,31696.253314
1082.897161,1000,31755.519624
578.560476,1000,31812.798824
230.215338,792,32025.675239
1154.073076,1000,32081.624728
1201.847853,1000,32140.276533
1211.805614,1000,32199.563881
1037.675894,1000,32256.623235
1206.276835,1000,32314.884147
1102.283036,995,32370.733326
969.668411,949,32425.637864
1302.09941,1000,32485.08277
1229.88755,1000,32543.695956
599.276716,1000,32765.897048
1305.650935,1000,32824.797719
379.424422,522,32855.5391
1028.002238,1000,32915.262115
1050.379858,943,32971.126706
905.281034,1000,33030.463769
1309.579096,1000,33088.052272
1222.789093,1000,33147.951216
1369.961561,1000,33205.650547
1151.062997,1000,33262.370746
1317.402717,1000,33321.065442
642.155334,1000,33548.113008
1158.371699,1000,33604.365329
1171.797468,1000,33663.641847
720.126107,677,33702.112071
743.279391,744,33745.432143
963.900852,864,33794.954747
1085.170615,1000,33853.625628
1270.463794,1000,33913.192982
1201.404415,1000,33970.763603
554.653248,1000,34026.467917
899.462937,1000,34084.296892
854.315395,1000,34255.966988
1398.759917,1000,34314.296676
1134.22289,1000,34371.342732
1383.418327,1000,34430.655415
157.165432,172,34441.7047
776.502389,1000,34497.545121
1296.860018,1000,34556.16188
1376.097938,1000,34615.458963
1214.826373,1000,34674.717625
948.44641,954,34730.4558
1046.498958,867,34781.584109
1044.123423,1000,35008.771272
1249.593356,1000,35066.758216
1526.61294,1000,35127.12338
1317.52667,1000,35184.492661
1119.739461,863,35236.293406
1134.245253,1000,35291.817531
1002.040134,1000,35351.273046
1491.614856,1000,35409.809319
902.327691,922,35460.871032
1223.486115,1000,35519.446904
803.484976,1000,35743.453579
1294.297774,1000,35803.381471
1179.04578,1000,35861.298093
1579.561666,1000,35917.764596
1465.705981,1000,35976.053666
1081.55708,914,36028.41818
32.363514,60,36032.027498
1499.857268,1000,36091.800325
275.383357,349,36111.236882
1046.019314,940,36165.787237
650.466445,761,36209.316798
1297.661072,1000,36267.606876
767.956876,1000,36496.850602
1282.181629,1000,36554.030679
326.206517,1000,36609.871193
1227.397435,1000,36669.391041
917.617369,864,36719.769726
946.269818,863,36769.500059
1061.288555,934,36823.768795
710.213718,644,36861.295077
1239.763531,1000,36919.983094
1038.626626,1000,36977.834394
1015.527104,1000,37169.584874
1068.023937,1000,37227.655248
1438.948558,1000,37287.669837
948.273483,752,37330.770861
1128.901815,1000,37387.5766
1321.003508,1000,37446.457867
167.824302,197,37458.308341
644.739111,668,37497.246031
1321.08196,1000,37555.237569
1182.542969,979,37611.496197
988.918235,918,37664.650316
819.486129,626,37701.898081
569.615719,1000,37924.483433
1228.809141,1000,37979.957734
1183.234608,1000,38037.974385
1196.601178,1000,38096.551753
895.914683,764,38140.807668
1196.161488,1000,38197.698067
1384.014556,1000,38255.525307
161.376799,192,38266.980297
181.226177,209,38278.85927
1298.308717,1000,38337.237922
1253.509777,1000,38394.771058
1501.208733,1000,38453.744212
275.400251,839,38662.219615
1072.666382,878,38715.338216
1210.750592,1000,38772.912013
1333.732119,1000,38831.493114
1262.197108,1000,38890.602359
1111.342776,1000,38948.083025
1263.013589,1000,39007.360647
1081.578859,1000,39065.174819
1205.447194,1000,39123.128155
1059.282887,1000,39182.23938
21.516464,1000,39399.241959
1051.606717,1000,39458.139857
424.406246,1000,39513.51647
1426.436955,1000,39571.330215
1192.63551,1000,39631.561827
923.363793,1000,39688.332915
1014.265009,997,39747.471049
1173.064414,1000,39804.304805
1101.973107,1000,39861.683615
1112.370465,921,39915.128736
933.501289,915,39968.041112
947.500897,1000,40183.022297
1093.672289,1000,40240.554372
1290.272762,1000,40299.956221
1060.856246,869,40350.167944
1066.654573,921,40404.448246
1339.48377,1000,40463.778172
1353.700864,1000,40523.997588
1258.744782,1000,40583.616441
1240.740634,1000,40640.593248
1104.613384,1000,40698.814396
705.247048,1000,40929.099648
1170.14624,1000,40987.497499
1342.411017,1000,41045.978212
1356.531693,1000,41103.493462
1156.06199,1000,41160.898434
1207.097977,1000,41219.690829
1409.804983,1000,41277.405764
1205.446667,1000,41335.455359
1387.771745,1000,41394.882662
1127.547356,937,41448.233255
307.91242,1000,41665.010898
976.640303,961,41720.725883
1056.728946,974,41777.048401
1478.135472,1000,41837.685387
1477.918073,1000,41895.319006
1072.682884,1000,41954.350129
1401.178623,1000,42013.512777
845.604713,981,42070.166281
1124.932348,946,42125.330064
1162.791276,1000,42182.214678
293.745803,1000,42408.00316
1153.277041,973,42465.072605
1083.321878,915,42517.243653
1002.262858,925,42571.494381
1200.611662,1000,42628.890589
1185.740002,909,42681.301912
1189.177801,1000,42740.002459
1093.093135,826,42786.614344
1040.48991,1000,42844.501199
1426.196471,1000,42902.405227
1544.712958,947,42955.883656
1399.215009,1000,43186.163
1500.712768,1000,43245.094637
1461.416852,1000,43302.158468
1051.592434,858,43353.555463
1475.900098,1000,43410.619764
1305.315655,1000,43470.941452
1150.774405,881,43523.118802
1461.776745,1000,43580.051201
1383.495482,1000,43638.387444
1083.457218,1000,43696.357117
739.810714,1000,43876.921941
1395.721331,1000,43934.965668
1563.601939,1000,43992.155498
802.30193,890,44043.904786
1381.6028,959,44099.285496
1082.634011,915,44154.379123
1243.312319,1000,44209.875056
909.860086,863,44261.02356
1014.376199,1000,44319.206587
1304.532653,1000,44377.693704
284.563394,819,44559.690151
1036.10988,807,44605.641181
676.876047,671,44646.294557
736.099857,672,44684.580457
1508.686429,1000,44743.520643
940.928144,783,44788.625547
702.313465,665,44828.584205
721.108132,650,44866.547032
675.027513,651,44904.433062
781.099765,632,44939.713314
1006.341775,854,44989.575436
1410.111495,1000,45049.108233
1266.815266,961,45105.635963
284.379956,1000,45303.777042
1491.656481,1000,45361.747081
1607.882446,999,45420.463661
984.279698,744,45463.316489
922.049629,859,45514.664191
907.838891,695,45555.465357
1084.169493,842,45604.157055
755.077033,664,45641.785588
1008.579351,844,45690.558979
1435.210831,1000,45749.432073
1466.536629,1000,45808.306493
777.765628,627,45845.15955
698.522128,1000,46060.405106
1421.831807,1000,46117.307957
702.284387,638,46152.67274
805.756936,764,46196.996296
1039.805651,820,46245.374843
1420.705714,1000,46305.116237
1187.85399,921,46356.845595
1459.675303,1000,46415.39035
942.457046,778,46460.771343
1083.785779,1000,46520.230164
966.561977,776,46564.687944
87.041502,1000,46784.397247
1133.787999,955,46838.382836
923.039423,906,46892.270421
1535.207566,947,46948.829882
1421.998527,1000,47007.83081
1334.200764,926,47062.044815
1208.309659,958,47118.23626
1063.817612,974,47176.619538
984.008011,831,47225.861016
662.322346,643,47264.091342
1450.900109,995,47321.835113
257.652555,797,47505.075487
1556.029096,1000,47564.471976
1625.394732,1000,47624.344712
1351.243338,1000,47682.661447
1526.044938,1000,47741.306261
1577.333424,1000,47798.877865
1132.363366,867,47847.091122
1265.457496,1000,47907.257747
1582.575284,920,47960.736269
1454.911062,1000,48019.241989
864.586167,836,48067.974021
1348.390947,894,48270.624215
1608.169802,966,48328.789651
858.241969,717,48369.530046
1495.947007,964,48426.863358
1558.231655,998,48486.815833
1031.337242,863,48536.032581
995.851352,1000,48594.902189
1452.571465,951,48650.86
1302.724214,946,48706.069685
1504.324491,1000,48764.393194
472.166907,726,48949.540955
1509.537287,939,49002.632469
1219.085441,1000,49061.73654
1030.31859,853,49111.131882
972.667931,775,49155.404644
1451.742624,1000,49214.780942
886.976099,737,49256.412946
1059.54723,815,49304.595861
1545.010672,1000,49363.286301
761.669094,728,49404.60974
891.094507,755,49449.782353
1555.719108,1000,49509.68101
691.183736,1000,49722.878805
1054.783749,810,49771.517186
1094.023631,874,49823.445931
1495.465011,1000,49881.808434
1048.965768,841,49930.858497
1053.741662,915,49985.343682
997.368092,754,50028.567153
1555.0754,1000,50087.569013
1028.655004,824,50136.317563
1609.273461,939,50192.257276
747.084919,660,50230.92349
499.253372,1000,50430.408733
1505.620057,952,50484.377919
1181.599401,1000,50544.758663
1039.647598,1000,50602.367621
1465.253409,1000,50659.104803
1019.435649,768,50705.148842
711.549527,732,50748.742591
1127.862476,845,50798.512261
726.744715,766,50842.837806
1331.232017,957,50898.081548
775.480112,712,50939.683783
1417.342176,1000,50997.790127
1414.931017,1000,51215.828573
1064.379406,1000,51273.045968
1065.562442,760,51319.194891
904.986314,782,51365.375607
1448.072816,1000,51424.138066
1069.346718,1000,51481.640591
1040.422275,741,51525.000801
892.46596,747,51566.678414
1243.420766,1000,51626.870794
1528.548562,924,51682.358296
1534.151391,1000,51741.257587
445.321104,807,51927.095897
1555.154129,947,51983.225115
1098.902753,892,52035.500991
1124.633252,1000,52094.358391
159.13275,380,52116.491675
1016.961767,799,52163.394221
1151.874729,970,52219.108504
684.84206,680,52257.86899
185.170064,919,52312.699723
1085.250761,905,52365.162093
1034.075528,1000,52420.980204
309.187587,1000,52623.186594
1566.075684,1000,52683.350431
763.399049,686,52722.606519
1565.359767,1000,52781.760705
1510.268864,1000,52840.051181
1433.378758,951,52895.665824
1008.511229,865,52946.47783
1450.095206,1000,53004.193764
1541.365791,1000,53062.125129
1550.621414,993,53121.804875
770.961465,668,53160.214002
283.933153,1000,53356.64256
589.597439,579,53389.398926
954.121486,811,53436.164819
1045.449958,827,53482.943034
1354.027293,1000,53541.381991
859.591086,1000,53597.901155
1466.716178,880,53647.626404
1538.056867,929,53703.170136
1460.083183,1000,53764.218729
806.495805,1000,53820.426399
449.1857,449,53846.54043
1029.307122,946,53902.651084
979.577947,1000,54110.044351
1043.481897,776,54155.461628
302.286393,353,54175.230986
1495.458719,1000,54235.539272
1041.408327,878,54289.18737
980.720685,724,54331.069636
871.371663,716,54373.086002
1055.388618,866,54424.831311
1045.055787,785,54470.653884
873.19248,860,54520.198242
319.475042,1000,54578.601142
314.695845,1000,54634.688367
952.604741,1000,54801.637695
775.584844,734,54845.114298
928.304485,869,54893.964018
165.39723,206,54907.178995
955.260626,737,54948.929934
1017.500241,748,54991.887845
936.054541,806,55036.699098
1445.182304,984,55094.854323
965.597758,715,55136.590908
271.629182,429,55161.916689
761.369932,664,55200.545492
314.442271,1000,55257.449445
751.760613,693,55296.499656
183.115694,789,55496.728377
1463.24204,1000,55553.153522
736.365039,675,55593.597228
1385.240403,1000,55651.244987
1487.781952,974,55708.394236
1436.686346,1000,55764.715626
437.144975,471,55792.61146
1533.407988,1000,55850.142703
911.567794,752,55894.537349
1569.993143,971,55950.419995
1048.741118,804,55998.528038
1481.488291,997,56056.854642
121.326287,362,56236.262408
1503.474735,1000,56295.069149
1339.77836,991,56352.233835
1494.828263,972,56410.140356
1565.60856,972,56468.93192
524.746777,539,56500.318304
1612.991605,960,56556.363732
918.089749,770,56601.870867
1091.191214,899,56654.331024
169.891153,183,56665.875701
887.832849,809,56711.523572
1546.429249,1000,56767.767327
479.428263,942,56982.532548
937.61075,803,57029.949614
1494.916666,1000,57089.140204
1430.152717,1000,57149.81813
272.187836,1000,57205.635365
1387.248693,896,57257.160939
733.381596,656,57296.992115
1521.32088,1000,57355.096685
600.911091,1000,57414.603073
866.391365,1000,57471.523531
968.264639,784,57517.85346
280.907153,881,57730.177564
1535.917247,973,57788.308051
1044.039116,1000,57844.869093
1410.761181,858,57896.094622
923.379913,829,57945.016235
1080.982298,828,57992.704821
798.670203,821,58039.440068
1530.406024,960,58092.548367
1587.464562,991,58152.089048
1194.433035,1000,58210.701655
1393.245411,1000,58268.063344
74.300165,713,58464.43924
892.077066,898,58515.583205
1290.931972,871,58565.822614
1399.39536,982,58623.015408
1465.192124,1000,58681.69459
1559.540807,926,58736.441842
1108.145231,1000,58794.986586
904.181271,773,58840.028862
1460.813966,999,58899.136765
899.171278,775,58944.588851
779.971421,1000,59001.551779
314.197347,1000,59216.580195
1368.886905,905,59268.980431
1025.306801,898,59320.273841
961.748659,843,59369.090121
1502.151121,921,59424.565773
1526.967114,1000,59482.084971
624.408274,683,59522.49832
946.05202,813,59571.069213
1587.831866,986,59628.264089
755.346528,707,59669.923401
765.775821,682,59712.148458
1525.94762,988,59769.683363
1179.625071,1000,59968.628549
1378.222089,929,60022.474968
1606.394134,986,60081.771626
721.361619,672,60120.983123
1507.140123,980,60178.933969
1007.728637,820,60226.890993
1550.152299,942,60281.76448
1372.192377,950,60337.579314
1506.246032,963,60393.8014
1129.856747,1000,60451.496432
1512.570489,921,60505.057705
1040.752641,849,60683.517298
1020.534872,812,60731.121088
1128.607423,799,60778.980922
976.781659,821,60827.467714
762.821009,662,60866.85534
1473.224217,958,60924.126353
1392.386921,1000,60981.484917
1488.547498,900,61033.714518
906.456694,766,61076.862601
944.626098,805,61124.456761
851.891409,779,61169.83096
945.415775,782,61214.955395
1058.539369,844,61406.898219
941.068964,753,61450.677699
857.450289,713,61493.024716
978.602657,844,61543.776158
1442.383396,906,61595.870982
951.860533,772,61640.352853
1555.100593,950,61695.698662
940.09825,782,61741.452281
1270.473716,939,61797.753717
591.919974,1000,61854.694999
957.51521,790,61900.813986
897.974314,733,61941.495237
938.42327,801,62128.181796
921.714616,769,62174.544593
1475.129624,1000,62232.657923
938.381341,850,62282.966907
869.957337,696,62325.00158
126.453227,154,62335.249811
1475.245557,1000,62393.798328
946.083393,752,62438.362339
1529.556013,931,62493.806111
733.125505,697,62534.614883
719.988037,676,62570.88901
896.001747,710,62612.40406
996.263745,771,62657.905335
952.226895,1000,62855.73719
867.402737,725,62896.717136
1505.157255,956,62954.300054
1506.663304,1000,63013.846819
856.354818,815,63059.170045
996.356624,839,63110.640069
1498.498774,1000,63167.869191
973.582401,815,63217.1654
938.978244,738,63259.944279
830.438721,1000,63319.188229
1415.98674,912,63371.53787
219.58209,774,63570.410009
1013.717267,1000,63628.105453
1508.708288,937,63685.078668
874.859556,772,63730.971458
1550.97465,954,63788.819897
1303.899303,1000,63846.703797
1525.938401,1000,63905.133609
1088.183339,846,63953.596935
858.592791,782,64000.568736
1001.709222,806,64046.518364
1252.228961,1000,64105.870734
67.610579,774,64311.241354
1028.221288,853,64360.9056
1007.977378,802,64407.648937
1080.342676,773,64454.147638
1520.577544,991,64512.125143
