#{"t_start": 1625678476.0443182, "env_id": "RoboSkateNumerical10Obs-v0"}
r,l,t
79.615571,1000,5585.446746
149.164077,1000,5643.569969
102.794156,1000,5698.220234
12.979434,1000,5755.207945
14.768235,1000,5811.747873
104.003318,1000,5869.31055
33.725362,1000,5925.079809
90.072441,1000,6126.639623
-0.19213,1000,6182.35374
-0.307305,1000,6238.210449
49.966772,1000,6293.3653
56.908125,1000,6351.483679
158.439587,1000,6405.474161
98.339965,1000,6461.798999
20.465545,1000,6519.387048
165.962792,1000,6574.884365
40.332136,1000,6630.854681
121.241441,1000,6844.447079
42.596809,1000,6899.610183
70.437647,1000,6954.479473
5.674934,1000,7009.864553
177.743708,1000,7065.340776
136.273243,1000,7119.99327
167.281782,1000,7175.509569
169.93913,1000,7231.310211
68.119019,1000,7287.930179
149.621195,1000,7342.444632
189.064723,1000,7533.774168
168.283781,1000,7588.171099
172.38004,1000,7644.379872
132.521226,1000,7700.513508
161.172124,1000,7755.568743
169.902707,1000,7811.235359
182.179918,1000,7867.825342
178.965532,1000,7924.365459
170.962638,1000,7981.155239
91.627238,1000,8036.993882
161.215739,1000,8244.72732
162.449356,1000,8301.385583
172.846088,1000,8354.393895
182.510978,1000,8411.145561
134.202817,1000,8467.703673
534.201888,1000,8522.319479
145.28275,1000,8579.2616
108.325627,1000,8632.745665
171.001827,1000,8688.240194
173.853169,1000,8744.326955
133.563256,1000,8956.605013
192.074092,1000,9011.96062
181.392285,1000,9066.877387
162.30409,1000,9122.434392
144.149111,1000,9177.472653
179.781308,1000,9232.028814
182.375828,1000,9288.09344
176.12514,1000,9345.226349
181.075837,1000,9400.783999
172.892819,1000,9456.251588
183.733599,1000,9653.068508
148.90014,1000,9707.996532
178.487289,1000,9764.199452
168.00708,1000,9817.099362
173.581194,1000,9872.904458
165.058076,1000,9929.306198
168.871911,1000,9983.792408
126.483537,1000,10039.318748
174.140651,1000,10095.744405
183.0401,1000,10151.521972
161.226004,1000,10346.621855
162.537659,1000,10401.072038
320.090464,1000,10457.217513
175.639475,1000,10513.629524
175.333304,1000,10566.673707
492.231729,1000,10624.74208
120.738045,1000,10681.941044
123.716074,1000,10739.209391
184.256252,1000,10795.172097
182.380743,1000,10852.98568
520.665798,1000,11067.118593
166.721559,1000,11125.437907
567.567347,1000,11181.382703
527.161505,1000,11236.0138
536.026321,1000,11291.971638
186.471769,1000,11346.325383
250.433086,1000,11401.487032
184.77028,1000,11455.746987
162.026036,1000,11513.027836
170.930534,1000,11569.886647
550.739235,1000,11775.519123
175.670993,1000,11831.722378
650.543887,1000,11888.534254
566.226004,1000,11941.019114
410.796243,1000,11994.9949
185.510549,1000,12050.835876
601.935942,1000,12106.599005
361.358003,1000,12161.91563
382.484971,1000,12217.126921
462.876808,1000,12272.796726
174.938151,1000,12487.365241
198.134705,1000,12540.740404
251.262226,1000,12597.479311
622.457417,1000,12652.503052
306.788984,1000,12707.488921
702.474234,1000,12764.222323
719.026369,925,12814.359894
211.386578,1000,12871.164739
566.240501,1000,12927.498225
638.727806,1000,12983.651542
767.839281,1000,13187.698961
604.171125,936,13239.055382
726.594283,1000,13297.203618
671.342796,836,13343.395077
589.916531,1000,13399.376375
487.176304,1000,13455.032226
657.92404,1000,13513.207092
701.515402,1000,13571.371426
388.436127,1000,13625.42349
301.296239,1000,13683.221779
363.12327,1000,13880.874972
691.925869,1000,13936.906835
457.993431,1000,13992.653989
600.394067,1000,14046.63622
724.246456,1000,14102.521136
705.178157,874,14151.789238
759.571057,1000,14207.725079
702.710113,922,14261.717468
681.755589,923,14312.683216
572.925852,875,14363.700154
221.433449,1000,14572.833126
680.821216,974,14628.100685
505.78781,942,14680.755298
613.720376,1000,14737.454216
704.062995,1000,14793.591375
653.909974,1000,14849.135062
728.99902,885,14899.888427
420.985784,1000,14956.226255
601.541157,1000,15012.045102
696.181725,1000,15068.315514
540.613509,836,15113.497916
670.5732,1000,15334.6037
640.257214,1000,15392.402224
594.133403,1000,15447.850907
322.751543,1000,15502.416961
598.428842,1000,15557.958769
86.180438,1000,15614.296378
689.648081,983,15668.464537
506.855777,1000,15724.614308
783.895625,1000,15780.094652
304.083644,1000,15835.938187
702.467584,977,16056.34906
755.829103,936,16107.935764
672.531705,1000,16162.939394
450.041336,1000,16218.450993
434.623042,1000,16276.174013
582.402542,1000,16331.891639
866.970436,1000,16387.974316
449.156873,1000,16445.708639
271.742989,1000,16501.638951
196.391255,1000,16559.322263
619.062665,1000,16750.242407
638.740778,1000,16807.889354
926.489412,1000,16863.701637
725.925934,883,16912.536103
486.468171,1000,16968.57458
662.230316,1000,17026.176943
672.399399,911,17077.505523
591.481212,1000,17134.792352
676.28903,1000,17189.473672
668.19872,899,17239.652031
295.041309,1000,17431.309602
688.540801,796,17475.643698
649.497349,1000,17532.788719
667.058813,831,17580.871062
235.679702,1000,17635.715548
841.188508,1000,17692.924037
646.805626,1000,17749.465562
401.528404,1000,17806.429931
696.061043,864,17855.447847
648.095441,1000,17910.665016
184.075642,1000,18109.059796
793.459092,999,18164.506859
648.953813,909,18214.061102
290.893635,1000,18268.906721
617.758411,1000,18323.581785
641.803987,1000,18379.787965
481.088158,1000,18435.945207
357.5631,1000,18492.699763
302.416131,1000,18548.938194
292.312859,1000,18602.957911
687.440221,1000,18659.882635
307.591615,1000,18851.258376
137.405386,1000,18906.356766
701.447782,778,18950.052572
584.706342,1000,19007.167003
420.343681,1000,19064.283516
626.899806,1000,19121.328741
641.092938,1000,19179.596998
791.228599,1000,19235.575101
742.957526,1000,19294.112471
810.837484,1000,19351.742454
481.165767,1000,19544.640328
770.717021,1000,19602.228981
712.980996,1000,19659.860008
689.700113,856,19708.021409
659.438985,1000,19766.17471
308.331818,1000,19819.688352
634.136444,922,19873.718652
485.389854,1000,19930.646571
733.96353,981,19987.973683
743.043211,1000,20044.90878
180.91182,1000,20233.470362
691.354516,1000,20288.616412
749.570139,903,20339.7134
321.836826,1000,20394.463042
641.750034,1000,20451.552665
617.240036,811,20496.697762
487.335013,1000,20553.442383
581.76169,773,20596.71623
893.817872,1000,20651.840721
917.767817,1000,20706.193923
1083.066154,967,20762.828112
651.510734,1000,20958.805339
304.836877,1000,21014.51743
730.327641,930,21066.818718
755.74601,875,21116.378162
923.869988,1000,21173.138846
304.336146,1000,21226.445985
308.189744,1000,21282.333072
304.714891,1000,21337.695773
300.521037,1000,21392.130162
698.102175,786,21437.646628
287.411695,1000,21638.741293
819.439698,1000,21695.519637
835.550605,1000,21748.816537
294.118135,1000,21805.652933
317.847748,1000,21862.676337
303.894124,1000,21917.863362
487.416842,1000,21975.297389
279.167103,1000,22031.603741
312.921677,1000,22088.731894
858.355904,1000,22145.738465
324.307988,1000,22357.868258
304.902545,1000,22413.78518
768.276668,754,22456.856562
872.734055,1000,22513.909095
656.621295,860,22562.964106
705.818997,865,22609.434776
854.991222,946,22664.059846
824.989673,1000,22720.621065
759.747578,978,22776.388579
802.384252,1000,22833.29913
764.248326,1000,22886.581056
690.940931,1000,23090.300066
989.550359,1000,23145.680242
808.750997,1000,23204.060217
314.68835,1000,23261.016452
689.117457,891,23310.86033
638.986707,780,23354.060144
729.727299,1000,23409.040239
789.21027,825,23457.328424
741.001468,1000,23511.86485
469.288142,1000,23567.499721
295.12065,1000,23760.883447
746.443561,955,23814.619107
681.942085,754,23857.539186
686.030587,787,23901.863661
714.246898,1000,23959.140258
668.020188,806,24005.737728
669.719903,783,24051.584756
1028.816964,1000,24109.497173
961.666827,1000,24166.124342
913.874196,1000,24223.760708
265.134914,1000,24278.372603
233.511429,1000,24465.2953
688.249704,770,24509.71775
907.999738,1000,24566.068501
697.622617,776,24610.724712
590.791514,973,24666.434787
930.329636,972,24720.986899
659.950471,988,24776.657329
736.656585,1000,24833.119807
688.15115,801,24878.493932
778.440926,1000,24934.299627
909.971095,913,24986.731133
643.719807,1000,25185.459823
925.187207,988,25241.696101
700.683323,1000,25298.953775
832.606917,1000,25355.450247
707.012908,866,25404.026928
864.268298,988,25462.008101
637.638287,1000,25515.774077
826.269026,901,25568.189087
840.352476,1000,25626.175982
855.689265,999,25683.39059
254.131327,1000,25883.704858
584.245813,727,25924.844947
697.224044,744,25965.82147
716.931601,805,26013.04468
987.335282,1000,26067.100374
905.780632,1000,26125.481916
589.944771,801,26171.566128
1062.27016,1000,26226.870156
910.018397,935,26279.829764
740.826441,775,26323.220191
928.495899,1000,26381.223986
305.726906,1000,26597.704936
875.788061,926,26651.170621
740.647208,1000,26707.420091
987.071247,1000,26765.137383
809.164364,1000,26821.641385
738.099544,814,26866.773769
627.466992,1000,26924.341657
959.243871,971,26980.102229
472.088757,814,27028.092531
728.129843,937,27080.24753
816.732048,877,27130.464211
347.608977,1000,27307.569308
669.387491,1000,27362.84254
920.819251,1000,27419.193654
657.30959,954,27473.22853
645.978253,882,27524.306931
819.336625,913,27575.169643
639.861691,836,27623.780334
599.919655,777,27667.167046
339.531452,1000,27723.63135
719.045565,733,27766.187076
779.390808,1000,27823.920811
605.853071,1000,28025.485008
710.600793,784,28071.154324
921.947663,919,28124.070496
702.44274,796,28170.4681
832.982506,1000,28227.920654
962.221754,1000,28285.724782
838.475394,1000,28340.398495
898.680282,1000,28397.841707
726.69775,779,28441.982037
717.027685,1000,28499.436137
870.363317,1000,28557.008278
925.641922,1000,28770.243332
352.721776,1000,28827.002581
982.394826,1000,28883.251749
838.412838,873,28932.206537
905.442786,908,28981.621257
316.887665,1000,29038.989397
854.696394,956,29095.664733
924.330372,1000,29152.015178
928.424116,1000,29208.596102
730.68157,832,29255.701896
371.75969,1000,29450.634881
672.240043,832,29498.516933
596.173954,1000,29554.053421
707.472397,803,29601.079057
780.728352,914,29652.98818
351.576162,1000,29710.118311
815.420919,861,29758.548525
586.718813,801,29804.235634
654.121669,708,29845.034561
772.387626,1000,29901.37007
701.054869,757,29945.119633
149.004294,983,30151.984759
701.156391,1000,30208.904524
833.576231,1000,30264.373842
727.008013,832,30311.705242
293.607245,1000,30368.085266
632.719755,895,30418.005585
852.239528,1000,30474.663794
616.515043,1000,30532.190017
736.843517,969,30589.012258
859.986275,935,30640.387883
707.63132,1000,30696.902306
514.252445,1000,30873.967526
927.883523,1000,30930.086192
637.630174,1000,30985.264803
679.502864,755,31029.577439
674.872053,823,31076.594182
948.892506,854,31125.69539
662.714242,893,31176.314156
1041.059766,860,31224.929572
863.337332,1000,31282.188162
950.659644,973,31338.286953
598.422012,704,31379.738481
655.22175,1000,31578.139128
814.746537,1000,31633.220393
801.63076,1000,31692.984756
798.796521,779,31737.667204
971.405994,950,31791.630262
672.259979,889,31842.790669
674.919868,1000,31899.192923
599.941424,793,31944.482588
192.505916,1000,31998.659998
834.615113,1000,32054.818203
889.713096,804,32101.034901
273.503724,1000,32290.305336
936.164859,905,32340.931046
778.0602,832,32387.069554
917.61938,1000,32443.697981
836.442771,1000,32500.91052
1010.040043,900,32551.883954
1012.518886,799,32597.250292
648.030841,1000,32656.337592
994.358953,868,32705.64056
920.530885,1000,32761.901813
231.612898,1000,32968.34814
1034.252844,875,33017.222202
756.740171,921,33070.629623
689.536708,730,33111.557818
882.905708,858,33161.108862
839.316395,823,33206.362449
888.529462,1000,33264.651584
317.956785,1000,33321.546914
828.793343,961,33378.214264
1013.390938,884,33425.888829
643.742925,1000,33482.618641
285.099926,1000,33678.917217
755.374791,1000,33735.97414
786.619037,1000,33793.519826
790.376279,761,33837.321009
826.676704,950,33891.004003
906.105777,930,33944.863395
387.130596,1000,34002.919651
717.524239,1000,34060.208013
178.147203,1000,34114.704225
646.255643,779,34159.349026
714.669762,978,34216.447791
543.150826,1000,34404.105721
677.534975,847,34451.658486
860.935628,1000,34507.953856
935.571723,999,34565.585203
846.581904,865,34614.064222
826.185711,966,34667.832414
683.469328,1000,34725.014337
687.415211,1000,34784.008011
870.305302,1000,34839.064571
827.156639,1000,34897.781415
253.948584,1000,35068.253149
673.608628,1000,35126.077247
668.480483,777,35170.584988
889.692718,1000,35228.064711
969.361067,1000,35284.257419
629.087941,807,35329.402469
813.377686,1000,35388.562937
704.891372,1000,35444.991311
821.198037,1000,35501.83874
675.901514,981,35559.108248
951.179638,1000,35617.84197
924.07018,1000,35804.48587
927.739955,990,35862.787195
834.990597,797,35906.975203
856.532439,768,35951.065506
840.653663,964,36007.915009
731.664633,1000,36069.948526
694.638295,854,36119.432156
615.456454,758,36162.89836
724.520881,878,36213.090156
493.059169,1000,36269.048032
936.532874,987,36325.936065
774.400491,1000,36501.483702
885.849719,835,36550.767322
701.805678,696,36590.671978
828.752188,776,36635.192901
719.722046,743,36677.888644
992.144803,1000,36733.908985
747.844022,881,36784.864171
711.218198,675,36823.342135
908.339846,1000,36880.915009
530.946448,734,36923.620105
671.089153,949,36977.910955
735.666408,707,37017.490667
880.134583,1000,37218.455376
781.651614,924,37269.9051
894.937427,859,37321.040732
915.321643,750,37363.60976
160.88781,1000,37420.850749
739.504179,928,37473.249316
979.921867,773,37517.266183
999.01792,918,37569.668895
718.240071,715,37610.094167
836.96952,911,37663.729442
606.834323,1000,37719.878754
357.018979,1000,37891.260268
313.723323,1000,37947.470831
982.116015,1000,38005.461466
607.683361,833,38054.471087
758.906114,871,38102.572732
930.555911,868,38151.811561
301.87082,1000,38209.659239
901.566784,1000,38264.898824
898.91687,890,38315.280138
978.629659,1000,38370.729849
712.948206,782,38415.075043
698.485818,1000,38616.091419
751.058812,1000,38673.435365
888.85341,1000,38731.959174
752.757211,785,38776.732366
870.472529,866,38826.679685
895.146958,924,38879.672608
966.938995,1000,38936.533875
304.418752,1000,38992.206185
530.917152,1000,39049.212355
798.276571,744,39091.888409
98.261487,936,39293.294631
904.315323,1000,39350.171679
911.071202,824,39398.759114
857.777712,1000,39455.473174
323.402131,1000,39512.224176
659.43536,1000,39569.550119
659.473305,992,39624.372535
744.190976,953,39678.41187
815.795347,781,39723.378352
890.899232,956,39776.89733
836.626512,944,39829.594064
313.490543,1000,40024.825388
294.469448,1000,40080.50974
875.450308,862,40130.126485
964.008314,935,40182.56662
282.326577,1000,40238.896182
670.949619,1000,40296.500219
322.644282,1000,40351.924475
608.37204,773,40396.95371
664.724092,1000,40454.856946
921.064483,925,40507.524871
29.838109,1000,40690.508637
819.451138,766,40733.563316
314.949244,1000,40790.399672
697.390342,851,40838.330232
987.106055,760,40883.175821
854.659213,769,40927.219413
624.965071,962,40982.342342
953.01865,727,41023.94799
1016.755343,1000,41082.923462
723.709946,743,41124.957755
816.617298,862,41175.918273
626.47906,773,41220.066593
196.739056,1000,41414.216169
1015.045561,917,41466.267947
1034.422736,1000,41521.572627
881.749653,894,41573.072723
648.097081,1000,41630.743401
727.469435,945,41686.182588
902.043549,844,41734.7198
677.143971,1000,41791.194509
518.857507,1000,41845.597787
797.281638,1000,41902.576385
585.067783,977,41958.179955
867.794025,1000,42145.745975
737.632754,778,42189.810079
895.813988,813,42236.891606
880.631337,899,42288.995986
922.945191,794,42333.415433
649.842522,1000,42391.357894
318.430005,1000,42447.953811
286.484059,1000,42504.458737
190.888023,1000,42561.058968
291.95896,1000,42616.436485
129.926305,1000,42837.170367
318.57543,1000,42893.203033
843.711516,848,42944.091789
656.554038,747,42985.093374
476.289649,1000,43041.543863
763.438194,904,43092.256144
920.296865,861,43142.160918
783.908797,688,43181.954205
188.39612,1000,43238.688281
843.263932,896,43291.867313
854.556386,1000,43349.365615
771.202439,790,43392.912065
300.058773,1000,43595.893837
632.682393,940,43648.418915
942.203115,1000,43706.384262
965.170687,1000,43763.290272
121.419417,1000,43818.682785
320.961389,1000,43876.246384
969.298941,838,43923.544617
673.507022,780,43967.630475
892.925462,780,44012.562193
511.34437,1000,44069.350424
373.079585,920,44280.212116
295.0146,1000,44338.012002
850.330917,812,44382.019794
782.59051,878,44429.266391
709.289839,880,44480.81572
826.94429,856,44530.058228
540.814132,768,44574.386597
172.640762,1000,44632.222793
632.875881,1000,44689.801162
897.558524,852,44737.698622
678.899387,1000,44794.955639
235.860718,984,44997.017947
855.011652,1000,45054.925404
860.580746,1000,45110.420718
679.775864,782,45155.122831
904.206809,999,45212.544784
902.712962,1000,45269.708664
826.649551,848,45317.583592
381.654603,1000,45375.14249
852.164663,754,45417.486301
882.359607,833,45464.772223
1014.813734,799,45511.626503
713.514404,741,45552.153607
775.105821,823,45738.647782
772.394832,983,45797.840458
1004.988149,809,45842.968596
921.96536,884,45893.969979
606.948176,750,45936.435575
981.534834,871,45984.546314
1000.540643,800,46030.871353
916.88452,975,46086.6541
798.762861,820,46133.408089
318.615264,1000,46191.361745
827.422399,805,46235.918338
357.498952,1000,46440.158942
933.162666,781,46484.69327
904.993545,1000,46542.805064
992.879327,850,46590.654362
304.571833,1000,46646.263564
895.615532,761,46688.406347
921.472972,860,46739.536767
654.992738,1000,46794.693297
677.696557,1000,46852.927516
715.251262,737,46895.489135
655.407566,809,46939.793357
695.627987,719,46981.042406
979.436377,840,47173.741136
614.535146,1000,47229.759926
876.369496,931,47283.830669
799.902969,1000,47339.806532
301.122403,1000,47396.856594
974.702857,1000,47454.023259
871.407118,1000,47510.523878
761.391535,1000,47568.749416
569.978661,1000,47626.26343
891.885543,958,47680.809124
488.236806,1000,47901.270818
768.652222,740,47944.781606
973.227605,1000,48003.911218
313.522892,1000,48061.29525
309.212774,1000,48117.940698
674.444873,738,48159.986992
312.001794,1000,48217.410987
966.458649,738,48258.308674
905.345172,876,48309.44657
1010.78478,730,48350.121836
873.373504,1000,48408.430975
567.909618,1000,48596.875332
851.455788,981,48651.845768
797.129805,911,48704.425303
601.536718,1000,48763.259785
317.312111,1000,48817.324048
841.604422,665,48857.498264
475.763485,1000,48912.230541
186.072978,1000,48968.336026
800.225937,902,49019.317329
318.269014,1000,49075.68265
-15.641251,1000,49131.876837
896.369253,876,49296.867695
894.153118,1000,49354.66626
899.97467,818,49400.521544
965.472206,904,49453.157009
974.832138,793,49497.963251
743.591272,696,49538.620834
1180.712536,985,49595.278039
708.320514,789,49641.113737
679.383799,1000,49697.391209
666.993435,849,49744.888078
1012.423022,983,49801.487032
664.185259,1000,50015.94517
311.741045,1000,50073.51349
918.896831,1000,50131.482119
656.141228,726,50171.919613
845.396294,889,50222.323121
296.022688,1000,50278.186915
869.375896,951,50330.125859
530.581067,781,50376.390355
301.378245,1000,50432.284386
966.997228,849,50482.983424
1015.283673,871,50533.281907
919.934769,1000,50714.157125
315.009594,1000,50768.160169
568.03573,814,50816.360123
690.819487,854,50864.395169
291.972369,1000,50920.874077
777.821443,1000,50977.127639
584.777135,726,51018.130394
840.21676,970,51073.320868
650.544343,822,51119.840616
1077.767595,979,51177.451297
912.359556,934,51231.55164
710.814455,1000,51445.082265
305.230209,1000,51500.94657
301.45124,1000,51557.263475
774.812155,864,51605.257557
806.32482,924,51658.572421
469.203332,1000,51713.792573
335.88718,1000,51769.600727
306.783526,1000,51826.555375
1010.568772,1000,51882.343058
298.869049,1000,51937.492604
528.059644,1000,52148.891133
925.983491,828,52196.452021
674.184292,816,52244.136732
1066.201703,1000,52301.124449
662.960298,744,52342.928003
899.36118,830,52389.644184
1019.014101,877,52439.983118
710.7942,730,52481.8228
847.777237,1000,52538.45853
568.277226,713,52581.00308
1001.777414,835,52630.267479
1044.135678,863,52680.872092
322.023148,1000,52882.360595
317.032072,1000,52937.780794
316.382011,1000,52994.642658
609.849686,1000,53048.621587
305.49714,1000,53106.626821
533.146159,1000,53165.32788
672.145078,999,53221.192226
805.32396,855,53269.95946
456.396623,1000,53325.392849
319.189664,1000,53381.792529
785.457183,1000,53599.481435
681.354275,698,53640.223719
547.338198,863,53689.739591
690.397832,718,53729.514364
861.416681,754,53772.843612
306.019092,1000,53826.156502
583.932574,837,53873.553235
848.004168,1000,53930.613761
828.088103,806,53977.5983
839.805195,947,54032.20076
747.88416,838,54080.193493
116.861246,1000,54298.571778
199.671953,1000,54356.030052
186.278338,1000,54412.088414
759.504195,859,54462.248305
941.304676,1000,54519.900017
707.843191,1000,54575.859883
293.793821,1000,54631.688185
300.390658,1000,54687.986841
293.449263,1000,54745.583804
691.483308,748,54789.078521
682.390233,694,54829.868355
196.609173,1000,55048.099724
158.874916,1000,55103.262936
304.004729,1000,55157.886004
314.927752,1000,55215.362544
651.0192,768,55258.487583
611.101787,1000,55314.147785
552.219344,1000,55370.192822
371.582351,1000,55425.971913
711.465576,788,55468.899662
286.4106,1000,55524.756336
857.432652,904,55576.513444
956.626219,818,55769.999805
892.973325,1000,55825.987141
721.912454,1000,55884.303795
1096.586016,818,55930.441335
687.586987,874,55979.413957
632.594313,1000,56035.966081
759.499448,684,56074.757201
297.567178,1000,56129.015943
902.998282,1000,56189.115428
923.537226,828,56235.222621
989.991946,798,56278.897384
307.575003,1000,56473.573652
1059.277553,1000,56530.245571
304.84597,1000,56586.886534
809.281871,1000,56643.196877
999.385721,912,56696.554085
688.698702,709,56736.657003
856.561203,923,56790.416622
920.8797,800,56834.621566
298.675004,1000,56891.132677
1059.05119,1000,56947.420616
210.476052,1000,57155.09951
483.742802,1000,57212.307442
415.297751,1000,57265.992233
943.642891,888,57315.44805
702.591388,890,57366.717997
1024.282931,940,57422.122167
928.21772,825,57468.453185
650.978976,1000,57524.579534
312.562174,1000,57581.389441
760.322948,1000,57638.888898
987.613286,958,57693.37515
473.570583,1000,57885.356156
748.328073,756,57928.357637
954.108424,941,57983.871675
788.000751,976,58038.674798
974.384206,763,58082.961883
671.252519,1000,58138.524436
1184.258857,1000,58196.159557
311.721473,1000,58253.179296
723.530324,956,58308.425394
304.290206,1000,58364.98656
313.996299,1000,58422.055574
810.714177,1000,58638.841949
297.351744,1000,58691.284746
281.392232,1000,58746.982669
322.568464,1000,58804.956651
313.835435,1000,58863.580095
425.424947,1000,58917.063285
624.408221,1000,58974.12984
302.505893,1000,59031.426531
313.543497,1000,59087.193581
732.103479,767,59129.74739
474.166721,1000,59330.103037
326.596435,1000,59386.786558
840.341263,852,59435.033521
818.746709,888,59486.621296
313.436796,1000,59541.6595
338.717654,1000,59599.389207
695.840444,679,59639.357685
824.921606,1000,59695.129135
712.795106,1000,59752.273063
307.529409,1000,59809.228612
773.088002,803,59854.342428
929.711639,759,60054.318857
613.927955,1000,60110.926843
1040.846016,1000,60166.703002
632.857589,1000,60224.25022
884.974732,902,60274.85689
972.977222,1000,60332.602681
710.110156,942,60384.073963
893.761812,1000,60440.096038
413.289809,1000,60496.615086
978.6963,867,60547.433217
295.344367,1000,60721.393229
664.866353,922,60772.038778
676.793404,1000,60828.116711
873.694335,1000,60884.73822
626.343113,926,60938.388489
646.601885,1000,60995.350131
897.546463,977,61051.248007
317.226371,1000,61107.146601
829.528658,734,61149.441416
832.626239,756,61192.815455
622.295915,738,61235.77458
308.761709,1000,61439.490366
972.572153,815,61487.035932
709.496143,875,61535.614179
290.715312,1000,61590.851576
322.268757,1000,61646.289136
306.625049,1000,61702.386623
768.851848,877,61754.657111
951.493074,795,61798.05314
926.644241,901,61849.571369
665.787864,1000,61907.769433
302.14084,1000,61963.061797
319.250643,1000,62174.119393
490.919929,1000,62230.67851
312.265205,1000,62286.571952
702.097354,774,62333.16139
962.208054,835,62379.952815
817.216031,915,62432.21662
1032.690329,1000,62490.179502
574.847332,1000,62545.23847
927.200173,773,62588.694814
392.581073,1000,62644.74684
31.736867,1000,62834.031963
652.362131,1000,62888.588328
854.093319,1000,62946.232907
1019.112094,793,62991.957247
772.757537,782,63036.891944
278.540485,1000,63091.858851
883.284348,879,63141.615754
964.585211,799,63187.946046
311.981504,1000,63244.91071
316.91996,1000,63298.132699
316.911967,1000,63354.598358
274.176899,1000,63547.330459
907.988343,909,63598.228809
1053.841773,1000,63654.652502
976.904174,808,63698.91118
666.818634,706,63738.673141
306.426622,1000,63795.787014
309.792998,1000,63852.132896
1019.103408,849,63901.831731
522.576463,1000,63957.10249
558.103136,1000,64014.095594
413.04433,1000,64069.884748
317.290928,1000,64257.619969
846.292187,1000,64316.835888
877.720445,746,64359.247542
700.220591,787,64405.504642
965.73327,1000,64460.104283
310.999644,1000,64517.262125
876.169148,768,64562.892864
710.983838,1000,64618.952773
319.480695,1000,64673.804544
312.542436,1000,64730.472811
295.073875,1000,64788.085095
901.052899,975,64969.713104
948.161019,952,65025.189112
314.327126,1000,65080.623186
301.769418,1000,65137.368457
302.709418,1000,65196.244177
915.056604,1000,65252.501074
822.689815,831,65300.986044
635.877612,742,65343.973873
314.348452,1000,65399.938784
306.446227,1000,65456.611867
313.127583,1000,65652.355745
313.383244,1000,65708.81978
309.675533,1000,65765.050512
353.319989,1000,65819.341682
995.073633,933,65874.579885
311.282336,1000,65929.687829
628.179849,1000,65985.323095
564.728435,1000,66043.02996
649.601515,1000,66100.79409
556.815178,1000,66156.450119
294.582055,1000,66347.575029
1018.824813,940,66399.480618
850.106253,841,66450.318366
472.273276,1000,66505.339979
909.685708,1000,66561.144558
965.108858,847,66609.609825
436.692035,1000,66665.691839
306.753628,1000,66720.13669
1013.327661,784,66766.272861
307.859071,1000,66823.485749
881.017645,828,66870.511473
304.556966,1000,67061.011152
710.635044,747,67102.754059
297.8394,1000,67159.046412
772.659067,1000,67218.902655
937.993798,851,67266.211741
845.521343,959,67320.253521
1043.311044,824,67366.886606
640.109749,1000,67423.141751
721.460933,909,67475.782804
300.481315,1000,67530.423927
311.229721,1000,67586.733286
