#{"t_start": 1626100784.5870004, "env_id": "RoboSkateSegmentation-v0"}
r,l,t
122.39144,1000,6465.915194
-4.527649,265,6488.918576
77.49864,1000,6566.436249
98.993996,1000,6644.803985
53.285885,843,6711.916924
37.05186,955,6787.947532
-54.599288,1000,6865.867817
82.168212,1000,7181.121336
45.831055,324,7206.868276
76.712395,166,7220.728392
-5.648981,1000,7299.270975
54.599003,105,7308.274969
32.6077,295,7332.230273
85.761736,1000,7409.079583
115.193822,1000,7487.551553
71.983681,200,7503.659657
102.700191,1000,7581.993302
117.867976,1000,7658.924042
34.671936,217,7676.857537
90.133145,1000,7753.903919
-41.729611,1000,7832.083787
37.200054,1000,7911.295012
128.916194,535,7953.448174
10.315147,369,8290.406382
6.597513,1000,8368.105175
147.254973,1000,8445.963645
112.884361,1000,8525.313891
60.144545,1000,8603.503112
-30.559946,86,8611.639229
138.3982,1000,8689.65719
-41.915303,363,8718.672945
-33.912341,173,8732.927646
52.596467,1000,8809.889305
29.223693,1000,8887.892647
-24.090526,252,8908.4481
26.285768,1000,8986.163761
50.764241,665,9039.266916
96.063455,1000,9419.73593
82.55277,793,9482.584234
68.958835,1000,9559.656969
-38.186415,317,9585.443612
68.194907,791,9647.629135
88.691774,1000,9724.36765
162.81437,1000,9803.134042
145.932994,1000,9882.411291
178.240111,1000,9960.921533
89.172883,1000,10039.46817
117.883841,640,10089.456571
76.823255,210,10106.379255
170.29171,1000,10459.079752
92.364574,1000,10537.513325
80.186794,1000,10617.14661
80.875983,1000,10694.921322
34.785577,1000,10771.230515
139.805113,1000,10848.900831
157.836287,984,10925.765172
146.653433,1000,11004.746091
77.971623,1000,11082.364492
134.661411,220,11100.626335
143.606321,1000,11179.6087
15.965024,870,11509.458359
-1.393708,1000,11587.831687
2.235549,767,11647.485175
90.66666,728,11704.393874
143.418499,1000,11783.70751
37.299042,429,11817.055796
15.732874,143,11829.465181
77.673751,1000,11906.540722
96.830124,271,11928.699128
101.649248,1000,12006.45137
119.136879,769,12067.408282
126.730292,877,12137.076396
111.63835,401,12168.70722
-24.652793,715,12224.346848
151.649658,1000,12593.408981
38.176584,224,12610.879797
217.613842,962,12686.197704
